svm,15,3.9375108433737367,-6.240882414689294,1,5,49,49,15,5,49,49,15,1,
svm,15,12.095921521888762,-0.7036021780035213,1,5,49,49,15,5,49,49,15,1,
svm,15,14.724911833575216,-0.7055003507172177,1,5,49,49,15,5,49,49,15,1,
svm,15,14.085399499896798,-0.5567444309406824,1,5,49,49,15,5,49,49,15,1,
svm,15,11.479208234920211,-9.414188867658195,1,5,49,49,15,5,49,49,15,1,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-4.392143862064653,
svm,15,15.110709862989886,-10.124848926981926,1,5,49,49,15,5,49,49,15,1,
svm,15,8.7201198916657,-8.26283268281357,1,5,49,49,15,5,49,49,15,1,
svm,15,15.972527171003723,-0.6958984154282302,1,5,49,49,15,5,49,49,15,1,
svm,15,7.195951004354139,-16.372161247771583,1,5,49,49,15,5,49,49,15,1,
