svm,13,2.85492832406,-5.1757384647,8.45998562808,7,83,7,23,4,82,5,22,-1.36485649306,
svm,10,0.932756954613,-4.17848854867,5.59389273602,3,88,61,29,4,74,30,22,-2.16312834152,
svm,19,-0.759791243819,-5.28746513167,-8.78856110031,5,30,35,27,7,72,97,22,-1.46279107909,
svm,18,4.64568999177,-4.20547848571,-1.9963838612,4,70,12,6,8,33,43,20,0.664911520115,
svm,26,2.39079095127,-3.0597785416,8.65300814496,2,45,30,21,8,24,6,6,-1.44562562617,
svm,6,2.26304291737,-3.04574858242,6.72918967753,7,12,43,28,8,63,86,15,-7.474338213496566,
svm,14,-0.27662045259,-3.99376296264,5.57745688089,9,95,23,25,4,26,47,28,-2.4914460711655213,
svm,18,-0.0665888224844,-4.12758473696,4.46828982963,7,27,18,17,7,77,2,22,2.4914460711655213,
svm,19,4.13410099158,-4.06373215095,-3.62205338967,4,9,58,26,1,16,59,10,1.34143477834,
svm,17,2.88190959544,-5.23503737149,8.1067983982,5,69,16,24,4,52,42,3,2.4914460711655213,
