svm,15,14.035425574588668,-5.898654775658528,1,5,49,49,15,5,49,49,15,1,
rf,15,1,1,1,5,49,49,23,10,41,8,15,1,
svm,15,3.658455129828564,-2.537135416608429,1,5,49,49,15,5,49,49,15,1,
svm,15,10.441916509707156,-4.861568608809755,1,5,49,49,15,5,49,49,15,1,
svm,15,14.739691705222008,-5.485117808869667,1,5,49,49,15,5,49,49,15,1,
svm,15,14.779772635884544,-5.508846840191499,1,5,49,49,15,5,49,49,15,1,
rf,15,1,1,1,5,49,49,27,10,27,4,15,1,
knn,11,1,1,1,5,49,49,15,5,49,49,15,1,
rf,15,1,1,1,5,49,49,27,9,16,18,15,1,
svm,15,16.525088689129323,-5.711072652858784,1,5,49,49,15,5,49,49,15,1,
