svm,7,10.437122061692136,-5.1951729982069565,4.152410118609204,3,71,76,23,9,16,99,28,-6.022092718324523,
svm,3,5.776779074723851,-4.147387874824963,7.5571694180997575,6,91,48,10,7,71,76,2,-7.474338213496566,
svm,3,10.573772924186049,-6.474327273899879,-4.152410118609204,4,84,39,15,1,9,33,16,-8.313134533035353,
svm,3,10.915505953902741,-7.839780159657245,-5.130125816073688,5,58,97,9,8,58,62,25,-8.695850928101045,
svm,2,15.136778575588497,-7.28822606575895,12.457230355827608,6,36,65,23,6,48,6,8,-7.474338213496566,
svm,2,14.807122396688523,-6.63288683917995,9.529556025876122,8,14,84,5,7,93,18,1,0.54698720006758,
svm,2,15.262787136234248,-7.301185645010882,4.152410118609204,5,47,6,22,5,20,22,29,-7.142157008156451,
svm,1,8.736165996070884,-6.2755750534450705,4.655272042944727,7,61,18,8,4,67,39,12,-8.201680946115225,
svm,4,8.173900888420967,-6.000309156727514,4.152410118609204,2,71,48,11,9,90,6,20,-5.561872249290306,
svm,3,9.893735476882679,-7.182057490663514,-3.249040325885913,6,21,26,9,3,56,25,29,-9.586610275385576,
