svm,12,3.1314586288243866,-2.8271183821682584,12.094545374272979,5,61,14,9,1,14,16,29,8.344656282230657,
svm,27,3.3275011513069046,-2.2169092118231895,-7.361665627554704,6,83,34,25,2,21,93,25,-8.53271024650566,
svm,20,10.18221427831827,-2.069876024942591,-11.497776369449642,9,13,23,1,6,95,53,8,-9.057676169137421,
svm,22,4.258127601300199,-1.9644955013334062,12.129974529016891,2,93,56,13,6,71,99,2,6.90420075653123,
svm,5,16.466188810200403,-2.504472339527025,14.307050862884328,7,30,4,1,8,7,99,5,-1.7321163516104754,
svm,21,4.370924061310742,-2.3121039425843684,-12.954166437316726,6,7,13,12,3,38,99,11,-7.472627299027218,
svm,18,6.664586523338283,-2.4926985498263114,1.9726299520960957,10,82,74,25,9,74,92,5,-9.398782261104433,
svm,13,7.804851088482007,-2.4505644979952486,-12.685722892602364,4,69,53,14,1,37,36,1,6.749089873221317,
svm,1,3.8199223318450777,-2.444127925819874,-5.79353303506613,10,58,52,23,4,45,28,10,-6.987927149250304,
svm,21,11.192169246300065,-2.4490731400900536,0.5389976925808746,4,71,70,15,8,97,98,7,2.8062062646667183,
