svm,25,16.278842666005875,-10.17240863905042,5.299038273324662,3,76,97,28,7,30,56,11,1.0727223607080667,
rf,18,12.300152670180342,-15.423201200210398,1.7622488680174335,2,67,39,19,9,71,2,25,-5.213297265921893,
dt,9,9.018034606863,9.406439667479479,-13.758091598063373,6,8,5,22,8,44,67,26,3.714881837806809,
rf,14,0.502391319447856,12.609712306680365,-4.171324089952691,7,24,17,21,8,47,5,15,-7.598274896042552,
svm,5,16.160226471890486,-6.058068275986503,10.528265894466383,2,85,48,6,3,74,75,26,4.388254026598659,
rf,27,6.391750589206591,5.619544979783338,8.044311238052131,4,34,81,6,8,31,4,4,0.7439384289116742,
svm,19,14.519896727746765,-6.812281696302048,2.639128052516252,5,22,89,15,8,25,38,25,-6.438465709395196,
svm,4,14.73599586735044,-6.587338022476651,-2.43628940743319,4,86,52,1,2,16,78,29,-0.9865091679676574,
svm,22,15.273892646176854,-8.737656249792115,-15.440110773461992,9,3,5,16,7,54,59,3,7.5237727875790394,
rf,16,8.707518736263477,-10.685274139949236,11.841754179918063,2,44,98,29,9,73,2,19,-5.734869425337249,
