svm,15,8.915086395316049,-4.468119106175857,1,5,49,49,15,5,49,49,15,1,
svm,15,15.851930927198278,-7.104558158238749,1,5,49,49,15,5,49,49,15,1,
svm,15,9.015420200507254,-4.322340889940868,1,5,49,49,15,5,49,49,15,1,
svm,15,7.521789073854531,-3.8285455506519437,1,5,49,49,15,5,49,49,15,1,
svm,15,15.970595460102732,-7.387646773558238,1,5,49,49,15,5,49,49,15,1,
svm,15,8.883686542408963,-4.76627680288912,1,5,49,49,15,5,49,49,15,1,
knn,1,1,1,1,5,49,49,15,5,49,49,15,1,
knn,1,1,1,1,5,49,49,15,5,49,49,15,1,
svm,15,12.914087138704502,-6.139415370802094,1,5,49,49,15,5,49,49,15,1,
knn,1,1,1,1,5,49,49,15,5,49,49,15,1,
