adab,8,7.447946693755892,-10.315457905233446,3.386897258892393,2,35,35,11,4,20,68,29,-4.485137176418506,
rf,25,11.22300581009857,-12.501401356752266,2.0372479066864564,6,29,2,20,8,62,5,16,-7.474338213496566,
adab,24,-4.295462752851554,-11.732843602043626,-13.132275809327082,5,74,82,28,8,27,46,13,-3.4744575624841856,
adab,21,12.457230355827608,-12.457230355827608,-3.9822633355281614,2,4,85,6,9,59,2,15,-7.474338213496566,
adab,4,-14.323991252315048,-8.075742086466615,-9.750919440986832,2,6,79,21,8,74,52,14,-5.704026558606307,
adab,23,-14.201009783574266,-7.0320175049920355,-9.768195412934991,4,69,35,10,8,20,19,14,-8.494662616924407,
rf,17,4.109375438064262,-13.030551221131708,2.3925981829334724,8,8,32,25,9,23,3,12,-9.035612066653993,
rf,10,-12.457230355827608,-12.457230355827608,-12.457230355827608,3,63,21,25,7,44,6,27,-7.474338213496566,
rf,22,4.152410118609204,-12.457230355827608,-0.6094922493445978,1,76,64,29,8,50,4,3,-3.499754239516072,
adab,19,-12.242090547735359,-2.2217236600312695,16.055047235709726,7,80,34,26,7,24,2,26,-5.979546799099341,
