svm,29,12.051422953468009,-9.870478777616373,-14.022373037956426,7,95,81,19,3,4,87,3,-2.4914460711655213,
svm,3,16.490237937566253,-12.037844467894036,-9.197563455357283,3,5,12,30,4,4,70,7,-7.474338213496566,
svm,6,12.145145597705739,-9.791045783731132,-4.749026514981654,9,75,77,17,1,20,63,1,-6.555813751935934,
svm,3,16.15145148761137,-11.77573071783735,4.152410118609204,8,47,67,3,4,2,95,26,-3.5714520958010683,
svm,1,12.36227750553152,-9.884788516301718,-15.740006849673753,1,12,37,10,1,14,3,11,-7.474338213496566,
svm,10,13.217555436620774,-0.7277920138527953,-6.130396375268694,3,92,92,11,3,11,21,1,-1.4233165809704857,
svm,3,14.705969030627191,-11.024223829820682,-9.195603798778272,3,65,8,11,1,77,75,2,-1.4310148476607054,
svm,8,16.58929700700921,-11.794778424201676,3.953680357222389,7,43,97,24,1,69,68,6,-5.443496168736584,
svm,6,12.664031200897337,-0.7392498996315204,4.936633587573471,2,47,80,15,2,17,52,11,-3.80646877769761,
svm,3,9.003029534656168,-8.524055107497487,-12.457230355827608,1,85,77,25,1,55,12,8,-5.481734263914396,
