qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.7434149341717688,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.7506323260928625,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.7416909739506039,
svm,15,-0.5578532365286648,-3.607215586310023,1,5,49,49,15,5,49,49,15,1,
svm,15,1.3131113106340067,-5.3210872787135415,1,5,49,49,15,5,49,49,15,1,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.9630256706398814,
svm,15,7.4746181931093965,-8.466996047253588,1,5,49,49,15,5,49,49,15,1,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.7514524645145837,
svm,15,0.7603812375513535,-5.193080595272118,1,5,49,49,15,5,49,49,15,1,
svm,15,2.5029902691249006,-5.640809488710971,1,5,49,49,15,5,49,49,15,1,
