qda,15,1,1,1,5,49,49,15,5,49,49,15,0.3074365519892339,
qda,15,1,1,1,5,49,49,15,5,49,49,15,0.022091102995057454,
linsvm,15,1,1,5.341668888732183,5,49,49,15,5,49,49,15,1,
qda,15,1,1,1,5,49,49,15,5,49,49,15,0.002962514383620274,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.0068953432114007285,
linsvm,15,1,1,5.681842398515467,5,49,49,15,5,49,49,15,1,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.2866967160130791,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.004936308303737036,
qda,15,1,1,1,5,49,49,15,5,49,49,15,-0.02570025196272674,
linsvm,15,1,1,6.1945023394651315,5,49,49,15,5,49,49,15,1,
