knn,1,4.814982921712595,-1.0566603265316665,-4.152410118609204,1,39,8,23,3,11,50,21,-0.15961599196837817,
knn,1,13.255662297221892,-3.4753120139763443,-4.152410118609204,6,2,67,6,2,31,4,24,-7.474338213496566,
svm,9,0.47237629615854715,-0.6510832547266716,12.457230355827608,2,95,50,5,8,61,37,6,-3.215009337364937,
svm,7,2.256059457581184,-2.8917319871001457,-4.152410118609204,2,47,51,26,6,36,11,8,-6.867931802853228,
knn,1,-12.081270272165021,-2.8115620615634036,3.302139940422414,8,42,59,19,9,14,91,8,-4.256858648261805,
svm,7,1.9697064724650595,-0.6676582680094718,-5.141324850076385,9,49,53,27,3,8,27,29,2.4914460711655213,
svm,3,3.021588225807985,-1.9076693452297793,-9.645300860109222,5,7,55,27,3,52,51,5,-4.106012012854283,
knn,1,4.640668846433112,-3.674338323243445,4.152410118609204,4,79,55,25,6,36,57,11,-6.9792587233605055,
knn,1,-2.072775237653378,-2.256781972374119,-6.452355628155221,7,84,54,9,3,86,9,6,-3.950534620197913,
knn,1,-4.152410118609204,-12.457230355827608,-12.457230355827608,8,23,53,21,3,94,7,10,-0.13089749406075057,
