linsvm,11,-9.001171866263093,-5.321476061081642,-8.206467359535644,7,31,86,26,8,82,95,11,-8.838060014811528,
linsvm,17,13.928774026674539,-1.1691011793429134,-8.239881852098458,10,60,97,26,4,80,36,11,-5.192784480129746,
linsvm,18,0.35631690597756105,-10.609605188312782,-9.590702004043038,3,89,92,25,5,30,47,19,-0.7103129001144577,
linsvm,15,2.6143503936817396,7.544133736301742,-8.555155613959855,3,62,17,26,7,66,77,1,1.9414376389935626,
linsvm,4,5.418605481832394,8.526260312015069,-9.726507635942939,9,81,99,22,5,13,61,18,5.9796284863749225,
linsvm,10,10.733477587752766,-8.222570251259015,-9.711863793489046,9,73,36,14,4,87,50,29,-6.9902680358187865,
linsvm,11,-13.209916444407915,-2.7331362440554035,-8.094223179606013,3,36,94,15,3,31,78,9,1.5207932382438791,
svm,5,6.941148973838171,-14.854108097147094,-4.345888021864225,2,7,4,16,6,44,69,22,0.751680349365218,
linsvm,15,14.877994780896795,16.224246492502406,-8.10678951179739,2,27,36,6,5,24,54,25,1.4264788633752552,
linsvm,29,2.7291267995547948,0.5189740163019785,-8.020073638019172,5,75,33,1,5,66,71,9,7.7377044852463275,
