knn,1,1,1,1,5,49,49,15,5,49,49,15,1,
svm,15,3.384773567002078,-2.3142169667980426,1,5,49,49,15,5,49,49,15,1,
svm,15,16.302112753347206,-2.054874707857886,1,5,49,49,15,5,49,49,15,1,
knn,1,1,1,1,5,49,49,15,5,49,49,15,1,
svm,15,15.003793837757108,-2.4508725474492756,1,5,49,49,15,5,49,49,15,1,
svm,15,7.4721430384256315,-2.415694834458961,1,5,49,49,15,5,49,49,15,1,
knn,1,1,1,1,5,49,49,15,5,49,49,15,1,
svm,15,8.283893553693748,-2.4240537323418145,1,5,49,49,15,5,49,49,15,1,
svm,15,4.073196034904431,-5.359741810575468,1,5,49,49,15,5,49,49,15,1,
svm,15,3.4040537075742634,-2.1679232721889647,1,5,49,49,15,5,49,49,15,1,
